"genotype","light","NPA","replicate","exp","scan_date","file","hypocotyl_mm"
"yuc2589","EOD-FR","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_1.tif:1657-3808",3.403
"yuc2589","EOD-FR","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_1.tif:1406-3945",3.679
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0643-0447",3.394
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0836-0362",3.524
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0948-0502",3.386
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1078-0266",3.53
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1128-0464",3.378
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0981-0691",3.635
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0697-0773",3.265
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0991-0940",3.789
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1166-0803",3.653
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1132-1017",2.942
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1155-1226",3.528
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0930-1312",3.599
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0663-1088",3.568
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0832-1067",2.874
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0707-1350",3.094
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0756-1487",2.842
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0650-1618",3.247
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1014-1531",3.391
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1193-1627",3.326
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0684-1887",3.556
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0694-2080",3.156
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0937-1806",2.888
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0997-2001",3.567
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1125-1864",2.693
"Col","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1229-1944",3.171
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0671-2444",3.039
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0940-2498",2.811
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1173-2664",3.314
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1014-2768",2.67
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0699-2777",2.594
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0627-3062",2.865
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0922-3093",2.87
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1194-2901",2.876
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1113-3181",2.912
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1176-3370",2.471
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0944-3389",2.871
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0704-3454",3.048
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0610-3306",2.724
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:0710-3798",2.974
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1019-3698",2.153
"yuc2589","Control","none","a_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1208-3692",2.806
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1711-0277",4.007
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1997-0260",3.166
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1878-0428",3.466
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2031-0457",3.65
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2128-0722",2.895
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1817-0712",2.757
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1611-0557",2.352
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1592-0784",2.159
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1940-0947",3.967
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1701-1048",2.495
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2076-1142",3.857
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2086-1342",3.377
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1894-1384",3.516
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1607-1286",3.288
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1619-1492",3.612
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1876-1721",3.859
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2099-1608",3.541
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1613-1811",3.282
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1762-1954",3.043
"Col","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2060-1859",2.705
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1675-2527",3.116
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1961-2494",2.097
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2141-2622",2.926
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1943-2770",2.642
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1749-3028",2.327
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1971-2997",2.952
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2191-2953",2.307
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1831-3202",2.321
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1736-3553",2.875
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2075-3387",3.229
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2191-3619",3.152
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2010-3725",2.589
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1681-3735",2.504
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1728-3907",2.713
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:1928-4031",3.307
"yuc2589","Control","none","b_5","5","8/10/12","yuc_EODFR_KN_081012_2.tif:2129-3901",2.798
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0579-0256",4.349
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0287-0389",4.187
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0525-0444",4.159
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0248-0605",4.538
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0616-0631",4.471
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0746-0515",4.626
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0884-0690",3.538
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0771-0892",3.991
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0279-0810",3.55
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0347-1022",4.697
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0392-1221",4.901
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0444-1436",5.113
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0811-1421",4.182
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0630-1680",3.952
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0523-1901",5.021
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0278-1684",3.067
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0795-1822",3.583
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0334-2091",3.995
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0615-2079",2.329
"Col","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0875-2012",4.078
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0463-2648",3.487
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0421-2862",3.735
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0748-2702",2.84
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0771-3031",2.854
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0674-3234",4.637
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0411-3246",3.975
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0736-3465",3.99
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0542-3619",3.302
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0430-3778",3.077
"yuc2589","EOD-FR","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:0659-3942",3.436
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1180-0453",4.635
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1580-0333",3.642
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1605-0595",2.889
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1383-0669",4.145
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1223-0706",3.746
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1580-0816",3.442
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1394-0963",4.567
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1801-0938",4.01
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1670-1169",3.407
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1491-1104",4.242
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1318-1239",3.922
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1537-1274",3.805
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1417-1519",4.668
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1555-1521",4.067
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1193-1619",3.693
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1300-1901",5.248
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1386-1904",3.731
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1759-1767",3.316
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1723-2070",4.355
"Col","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1274-2101",3.94
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1275-2454",4.448
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1590-2496",4.563
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1446-2706",2.841
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1288-2798",2.49
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1302-3001",4.424
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1620-2841",2.679
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1778-2772",4.702
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1638-3198",3.874
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1248-3422",3.413
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1557-3514",4.677
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1721-3373",3.352
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1607-3703",3.214
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1279-3781",4.061
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1200-3996",2.994
"yuc2589","EOD-FR","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_001.tif:1721-4025",2.868
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0194-0636",2.211
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0242-0702",2.467
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0204-0934",3.155
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0458-0644",3.791
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0360-0923",3.152
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0738-0505",3.106
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0674-0899",2.898
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0821-1140",3.099
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0584-1199",3.049
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0298-1334",3.609
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0242-1607",3.117
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0499-1587",3.64
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0821-1519",3.206
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0702-1675",3.084
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0665-1387",2.501
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0592-1839",3.778
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0357-1834",3.315
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0293-2060",2.965
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0497-2022",2.4
"Col","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0726-1926",2.939
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0276-2586",2.874
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0412-2697",3.209
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0544-2846",3.232
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0732-2766",3.569
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0834-3048",2.219
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0588-3161",3.091
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0547-3282",3.414
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0364-3096",3.722
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0315-3308",3.335
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0312-3580",3.083
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0664-3486",4.621
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0837-3458",3.811
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0772-3902",4.69
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0530-3780",4.176
"yuc2589","Control","none","a_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:0352-3997",3.189
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:4826-0441",3.12
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5012-0368",3.145
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5297-0401",2.189
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5212-0630",3.004
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5428-0571",3.06
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5430-0761",2.993
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5228-0909",2.941
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:4956-0810",2.79
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:4982-0964",2.583
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5009-1228",3.112
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5137-1203",3.482
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5439-1053",3.149
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5462-1239",3.408
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5211-1382",3.548
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:4959-1437",2.933
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5235-1597",3.412
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5365-1528",3.444
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5111-1771",3.268
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:4921-1729",3.232
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5043-1962",3.78
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5222-2081",3.125
"Col","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5427-2000",2.304
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5001-2703",3.362
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5309-2723",3.454
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5461-3015",2.739
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5165-3064",3.748
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5014-2997",3.396
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:4943-3355",2.91
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5243-3421",2.535
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5477-3377",2.218
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5436-3577",2.855
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5267-3709",3.227
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5057-3916",2.715
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5063-4113",2.927
"yuc2589","Control","none","b_6","6","8/17/12","yuc_EODFR_KN_081712_002.tif:5392-3945",3.357
